accn|cik|entityName|loc|end|val
0001564590-19-027328|97476|TEXAS INSTRUMENTS INC|US-TX|2019-06-30|412000000
0000097745-19-000035|97745|THERMO FISHER SCIENTIFIC INC.|US-MA|2019-06-29|1391000000
0001564590-19-031272|98222|TIDEWATER INC.|US-TX|2019-06-30|24170000
0001213900-20-009073|98338|TSR, Inc.|US-NY|2019-05-31|574540
0000098362-19-000106|98362|TIMKEN CO|US-OH|2019-06-30|291600000
0001558370-20-009920|98677|TOOTSIE ROLL INDUSTRIES, INC.|US-IL|2019-06-30|14326000
0001558370-19-008619|98752|TOROTEL INC|US-KS|2019-07-31|1671000
0001513162-19-000183|99106|TRANS-LUX CORPORATION|US-NY|2019-06-30|753000
0001206774-19-002521|99302|TRANSCAT, INC.|US-NY|2019-06-29|13187000
0000100122-19-000020|100122|TUCSON ELECTRIC POWER CO|US-AZ|2019-06-30|105712000
0001437749-20-018707|100378|TWIN DISC INC|US-WI|2019-06-30|31468000
0000100493-19-000095|100493|TYSON FOODS, INC.|US-AR|2019-06-29|1958000000
0000100517-19-000021|100517|UNITED AIRLINES HOLDINGS, INC.|US-IL|2019-06-30|3033000000
0000100548-19-000020|100548|UGI UTILITIES INC|US-PA|2019-06-30|44665000
0001104659-19-049345|100591|ARGAN, INC.|US-MD|2019-07-31|26028000
0001564590-20-041350|100726|UNIFI, INC.|US-NC|2019-06-30|41796000
0000100885-19-000196|100885|UNION PACIFIC CORPORATION|US-NE|2019-06-30|746000000
0001171843-19-005405|101295|United-Guardian, Inc.|US-NY|2019-06-30|90452
0001654954-19-009429|101538|UNITED STATES ANTIMONY CORPORATION|US-MT|2019-06-30|2071572
0000101778-19-000093|101778|Marathon Oil Corporation|US-TX|2019-06-30|1401000000
0000101829-19-000038|101829|RAYTHEON TECHNOLOGIES CORPORATION|US-MA|2019-06-30|11109000000
0000101830-19-000043|101830|SPRINT CORP|US-KS|2019-06-30|3672000000
0000101984-19-000034|101984|UNIVERSAL ELECTRONICS INC.|US-AZ|2019-06-30|113827000
0001144204-19-040627|102109|UNIVERSAL SECURITY INSTRUMENTS INC|MD-|2019-06-30|391823
0000102729-19-000011|102729|Valmont Industries, Inc.|US-NE|2019-06-29|228137000
0000102752-19-000057|102752|VSE CORP|US-VA|2019-06-30|74310000
0001558370-19-007098|103145|VEECO INSTRUMENTS INC.|US-NY|2019-06-30|21703000
0000103379-20-000013|103379|V F CORP|US-CO|2019-06-29|507575000
0001140361-19-013854|103730|Vishay Intertechnology, Inc.|US-PA|2019-06-29|160222000
0000103872-19-000036|103872|VOLT INFORMATION SCIENCES, INC.|US-CA|2019-07-28|34521000
0000104169-20-000042|104169|WALMART INC.|US-AR|2019-07-31|45871000000
0000104819-19-000028|104819|WASHINGTON GAS LIGHT CO|US-DC|2019-06-30|153300000
0000104918-19-000122|104918|AVISTA CORP|US-WA|2019-06-30|80619000
0001193125-19-217026|105016|WATSCO, INC.|US-FL|2019-06-30|356062000
0000105132-19-000033|105132|WD-40 COMPANY|US-CA|2019-05-31|19973000
0001564590-19-029633|105319|WW INTERNATIONAL, INC.|US-NY|2019-06-29|26761000
0000105418-19-000031|105418|WEIS MARKETS, INC|US-PA|2019-06-29|168070000
0000105634-19-000143|105634|EMCOR Group, Inc.|US-CT|2019-06-30|579461000
0001010549-19-000181|105744|NEW CONCEPT ENERGY, INC.|US-TX|2019-06-30|85000
0000105770-19-000033|105770|WEST PHARMACEUTICAL SERVICES, INC.|US-PA|2019-06-30|152100000
0000106040-20-000049|106040|WESTERN DIGITAL CORP|US-CA|2019-06-28|1567000000
0001144204-19-038462|106532|WEYCO GROUP INC|US-WI|2019-06-30|5155000
0001564590-19-026365|106535|WEYERHAEUSER COMPANY|US-WA|2019-06-30|271000000
0000106640-19-000116|106640|WHIRLPOOL CORP /DE/|US-MI|2019-06-30|4270000000
0001140361-19-016270|107140|JOHN WILEY & SONS, INC.|US-NJ|2019-07-31|60213000
0000107263-19-000024|107263|WILLIAMS COMPANIES, INC.|US-OK|2019-06-30|627000000
0000107687-19-000011|107687|WINNEBAGO INDUSTRIES, INC.|US-MN|2019-05-25|84304000
0000107815-19-000242|107815|WISCONSIN ELECTRIC POWER COMPANY|US-WI|2019-06-30|207400000
0000107815-19-000244|107833|WISCONSIN PUBLIC SERVICE CORPORATION|US-WI|2019-06-30|135200000
0000108312-19-000014|108312|WOODWARD, INC.|US-CO|2019-06-30|243071000
0001564590-20-034955|108516|WORTHINGTON INDUSTRIES INC|US-OH|2019-05-31|393517000
0001770450-19-000006|108772|XEROX CORP|US-CT|2019-06-30|1052000000
0000108985-19-000097|108985|YORK WATER CO|US-PA|2019-06-30|4191000
0000109177-19-000038|109177|Spectrum Brands Holdings, Inc.|US-WI|2019-06-30|452700000
0000109198-20-000019|109198|THE TJX COMPANIES, INC.|US-MA|2019-08-03|2607651000
0000109563-20-000083|109563|APPLIED INDUSTRIAL TECHNOLOGIES, INC.|US-OH|2019-06-30|237289000
0001654954-19-009581|109657|GT Biopharma, Inc.|US-CA|2019-06-30|1710000
0000110471-20-000040|110471|WOLVERINE WORLD WIDE INC /DE/|US-MI|2019-06-29|212700000
0001564590-20-033611|110621|RPM INTERNATIONAL INC/DE/|US-OH|2019-05-31|556696000
0000200406-19-000053|200406|Johnson & Johnson|US-NJ|2019-06-30|6912000000
0000202058-20-000011|202058|L3HARRIS TECHNOLOGIES, INC.|US-FL|2019-06-28|525000000
0000203527-19-000017|203527|VARIAN MEDICAL SYSTEMS INC|US-CA|2019-06-28|226100000
0000205402-19-000027|205402|GRAYBAR ELECTRIC COMPANY, INC.|US-MO|2019-06-30|953100000
0000215466-19-000113|215466|Coeur Mining, Inc.|US-IL|2019-06-30|65676000
0000216085-19-000021|216085|HAVERTY FURNITURE COMPANIES, INC|US-GA|2019-06-30|20910000
0000216228-19-000025|216228|ITT INC.|US-NY|2019-06-30|347400000
0001213900-19-016274|225211|Touchpoint Group Holdings, Inc.|US-FL|2019-06-30|430000
0001096906-19-000328|225628|PASSUR AEROSPACE, INC.|US-CT|2019-07-31|1189618
0000225648-19-000108|225648|COVANTA HOLDING CORP|US-NJ|2019-06-30|61000000
0000275053-19-000006|275053|NATURE’S SUNSHINE PRODUCTS, INC.|US-UT|2019-06-30|3998000
0001564590-19-031615|275880|Parsons Corporation|US-VA|2019-06-30|227672000
0001445866-19-000949|276283|EVANS & SUTHERLAND COMPUTER CORP|US-UT|2019-06-28|916000
0001140361-19-012510|276720|PURE CYCLE CORPORATION|US-CO|2019-05-31|461830
0000277509-19-000039|277509|FEDERAL SIGNAL CORPORATION|US-IL|2019-06-30|71300000
0000277638-19-000027|277638|THE DAVEY TREE EXPERT COMPANY|US-OH|2019-06-29|34735000
0000277948-19-000036|277948|CSX CORPORATION|US-FL|2019-06-30|989000000
0001564590-19-024757|278130|PIER 1 IMPORTS INC/DE|US-TX|2019-06-01|120525000
0000278166-19-000099|278166|CAVCO INDUSTRIES INC.|US-AZ|2019-06-29|24816000
0000310158-19-000037|310158|Merck & Co., Inc.|US-NJ|2019-06-30|3142000000
0001437749-20-018688|310354|STANDEX INTERNATIONAL CORPORATION|US-NH|2019-06-30|54201000
0000313143-19-000045|313143|HAEMONETICS CORP|US-MA|2019-06-29|60792000
0001193125-19-220757|313151|SADDLEBROOK RESORTS INC|US-FL|2019-06-30|693676
0001654954-19-009457|314227|TOMI ENVIRONMENTAL SOLUTIONS, INC.|US-MD|2019-06-30|1009854
0000314808-19-000141|314808|Valaris Limited|BM-|2019-06-30|335200000
0001564590-19-030833|315131|PHX MINERALS INC.|US-OK|2019-06-30|563642
0001144204-19-043785|315374|Hurco Companies, Inc.|US-IN|2019-07-31|45183000
0001564590-19-026156|315852|RANGE RESOURCES CORP|US-TX|2019-06-30|193190000
0001140361-19-014997|315958|CreditRiskMonitor.com, Inc.|US-NY|2019-06-30|126553
0001628280-19-009980|317788|Digital Turbine, Inc.|US-TX|2019-06-30|18916000
0000318154-19-000037|318154|Amgen Inc.|US-CA|2019-06-30|1001000000
0001144204-19-038872|318306|ABEONA THERAPEUTICS INC.|US-NY|2019-06-30|7156000
0000318833-19-000041|318833|TEAM INC|US-TX|2019-06-30|49888000
0000318996-19-000019|318996|KEY ENERGY SERVICES INC|US-TX|2019-06-30|14202000
0001564590-19-031531|319016|FUSE MEDICAL, INC.|US-TX|2019-06-30|2394540
0000319201-20-000047|319201|KLA CORPORATION|US-CA|2019-06-30|202416000
0000320017-19-000069|320017|CALADRIUS BIOSCIENCES, INC.|US-NJ|2019-06-30|559000
0000320187-20-000047|320187|NIKE, Inc.|US-OR|2019-05-31|2612000000
0000320193-19-000076|320193|Apple Inc.|US-CA|2019-06-29|29115000000
0001437749-19-015375|320340|INTELLIGENT SYSTEMS CORPORATION|US-GA|2019-06-30|434000
0000320575-19-000037|320575|Pioneer Energy Services LLC|US-TX|2019-06-30|41019000
0001564590-19-031253|350403|PHI INC|US-LA|2019-06-30|70615000
0000350698-19-000116|350698|AUTONATION, INC.|US-FL|2019-06-30|264800000
0000350894-19-000038|350894|SEI INVESTMENTS COMPANY|US-PA|2019-06-30|5494000
0000897101-19-000749|351789|ELECTRO SENSORS INC|US-MN|2019-06-30|241000
0001654954-19-009519|351998|DATA I/O CORPORATION|US-WA|2019-06-30|1006000
0000352541-19-000082|352541|ALLIANT ENERGY CORP|US-WI|2019-06-30|422500000
0000352825-19-000037|352825|FOSTER L B CO|US-PA|2019-06-30|78538000
0001731122-20-000902|352991|ADVANCED OXYGEN TECHNOLOGIES, INC|US-VT|2019-06-30|225
0001628280-19-010279|352998|TELIGENT, INC.|US-NJ|2019-06-30|8221000
0001437749-19-015336|353020|AEGION CORPORATION|US-MO|2019-06-30|56535000
0001628280-19-010749|353184|AIR T, INC.|US-NC|2019-06-30|13296498
0000353569-19-000051|353569|QUIDEL CORPORATION|US-CA|2019-06-30|24837000
0000354908-19-000079|354908|FLIR SYSTEMS INC|US-OR|2019-06-30|132294000
0000354950-19-000057|354950|HOME DEPOT, INC.|US-GA|2019-08-04|9494000000
0001628280-19-010049|354963|SHENANDOAH TELECOMMUNICATIONS COMPANY|US-VA|2019-06-30|27657000
0000355019-20-000051|355019|FONAR CORPORATION|US-NY|2019-06-30|1861227
0000355811-19-000036|355811|GENTEX CORPORATION|US-MI|2019-06-30|90041087
0001564590-20-035424|355948|RICHARDSON ELECTRONICS LTD/DE|US-IL|2019-06-01|16943000
0000356309-19-000090|356309|NEW JERSEY RESOURCES CORPORATION|US-NJ|2019-06-30|96873000
0001628280-19-010779|357097|FIBROCELL SCIENCE, INC.|US-PA|2019-06-30|1085000
0001213900-20-037087|700764|VICTORY OILFIELD TECH, INC.|US-TX|2019-06-30|687595
0001144204-19-036885|700923|MYR GROUP INC.|US-CO|2019-06-30|166350000
0001558370-20-008662|701374|Six Flags Entertainment Corporation|US-TX|2019-06-30|73786000
0000701985-20-000036|701985|BATH & BODY WORKS, INC.|US-OH|2019-08-03|763000000
0000702165-19-000054|702165|NORFOLK SOUTHERN CORPORATION|US-GA|2019-06-30|1407000000
0000703351-20-000059|703351|BRINKER INTERNATIONAL, INC.|US-TX|2019-06-26|97500000
0000703604-19-000088|703604|LAWSON PRODUCTS, INC.|US-IL|2019-06-30|16550000
0001493152-21-015656|704172|PHI GROUP, INC.|US-CA|2019-06-30|189152
0001564590-19-030726|704415|TIVITY HEALTH, INC.|US-TN|2019-06-30|51571000
0001161697-19-000323|704440|REPRO MED SYSTEMS, INC.|US-NY|2019-06-30|530380
0001564590-19-027480|704532|ONTO INNOVATION INC.|US-MA|2019-06-29|19459000
0001683168-19-002840|704562|AVID BIOSERVICES, INC.|US-CA|2019-07-31|5458000
0001096906-19-000278|706698|UTAH MEDICAL PRODUCTS INC|US-UT|2019-06-30|854000
0000707388-19-000052|707388|STAR EQUITY HOLDINGS, INC.|US-CT|2019-06-30|4584000
0001144204-19-040034|707511|REGENERX BIOPHARMACEUTICALS, INC.|US-MD|2019-06-30|58319
0000707549-20-000138|707549|LAM RESEARCH CORPORATION|US-CA|2019-06-30|376561000
0001564590-19-025909|708818|NEXTGEN HEALTHCARE, INC.|US-GA|2019-06-30|5848000
0001564590-19-026613|708819|MCDERMOTT INTERNATIONAL INC|US-TX|2019-06-30|1206000000
0000708821-19-000053|708821|PAR Technology Corporation|US-NY|2019-06-30|10434000
0001193125-19-214079|709283|QUANTUM CORP /DE/|US-CA|2019-06-30|39986000
0001193125-20-204007|711377|NEOGEN CORP|US-MI|2019-05-31|19063000
0000711404-19-000039|711404|COOPER COMPANIES, INC.|US-CA|2019-07-31|141500000
0001213900-19-022140|711665|GADSDEN PROPERTIES, INC.|US-AZ|2019-06-30|2714000
0000712034-19-000164|712034|ACCO Brands Corporation|US-IL|2019-06-30|200600000
0000712515-19-000049|712515|ELECTRONIC ARTS INC.|US-CA|2019-06-30|56000000
0001628280-19-011472|713425|AMERICAN SOFTWARE, INC.|US-GA|2019-07-31|1173000
0001654954-19-009495|714256|SANARA     MEDTECH INC.|US-TX|2019-06-30|185241
0001213900-19-017620|714284|SORL AUTO PARTS, INC.|CN-|2019-06-30|193279964
0001513162-19-000202|715446|ANIXA BIOSCIENCES, INC.|US-CA|2019-07-31|567778
0001437749-19-016020|715787|INTERFACE INC|US-GA|2019-06-30|67643000
0000715812-19-000024|715812|BIOSYNERGY INC|US-IL|2019-07-31|7299
0001193125-19-293869|715957|Dominion Energy, Inc.|US-VA|2019-06-30|787000000
0000716006-19-000010|716006|Yellow Corporation|US-KS|2019-06-30|188000000
0001564590-19-030845|716133|CINCINNATI BELL INC|US-OH|2019-06-30|273200000
0001564590-19-026735|716314|GRAHAM CORP|US-NY|2019-06-30|6797000
0000716643-20-000042|716643|REGIS CORP|US-MN|2019-06-30|47532000
0001493152-19-012110|716688|MICROWAVE FILTER CO INC /NY/|US-NY|2019-06-30|107448
0000717423-19-000061|717423|MURPHY OIL CORPORATION|US-TX|2019-06-30|598466000
0001564590-19-025459|717605|Hexcel Corporation|US-CT|2019-06-30|177800000
0001564590-19-024434|717954|UNIFIRST CORPORATION|US-MA|2019-05-25|66993000
0000718877-19-000015|718877|ACTIVISION BLIZZARD, INC.|-|2019-06-30|180000000
0001564590-19-027498|718937|STAAR Surgical Co|US-CA|2019-06-28|8097000
0000719135-19-000039|719135|APYX MEDICAL CORP|US-FL|2019-06-30|1641000
0001437749-19-016057|719274|Giga-tronics Incorporated|US-CA|2019-06-29|930000
0000719733-20-000061|719733|Key Tronic Corp|US-WA|2019-06-29|73571000
0001193125-20-242226|719955|WILLIAMS-SONOMA, INC.|US-CA|2019-08-04|404337000
0001144204-19-040010|720154|INOTIV, INC.|US-IN|2019-06-30|4488000
0000720500-19-000026|720500|AMTECH SYSTEMS INC|US-AZ|2019-06-30|4914000
0001493152-20-020128|720762|NON INVASIVE MONITORING SYSTEMS INC /FL/|US-FL|2019-07-31|198000
0000721371-20-000089|721371|Cardinal Health, Inc.|US-OH|2019-06-30|21535000000
0001558370-19-006687|721683|TOTAL SYSTEM SERVICES INC|US-GA|2019-06-30|57911000
0001213900-19-016172|721693|China Recycling Energy Corporation|CN-|2019-06-30|2231268
0001437749-19-016855|722313|NORTECH SYSTEMS INCORPORATED|US-MN|2019-06-30|16845000
0001683168-20-003177|722572|FRANKLIN WIRELESS CORP.|US-CA|2019-06-30|5672514
0001104659-19-044537|722723|Hanger, Inc.|US-TX|2019-06-30|52268000
0000723254-20-000025|723254|Cintas Corp|US-OH|2019-05-31|226020000
0000723531-20-000048|723531|PAYCHEX, INC.|US-NY|2019-05-31|75900000
0000723612-19-000112|723612|Avis Budget Group, Inc.|US-NJ|2019-06-30|400000000
0001437749-19-014870|724004|MESA LABORATORIES INC /CO|US-CO|2019-06-30|3130000
0001104659-19-040352|724445|BURZYNSKI RESEARCH INSTITUTE INC|US-TX|2019-05-31|97198
0000724910-19-000027|724910|NVE CORP /NEW/|US-MN|2019-06-30|237718
0001654954-19-009579|725363|CEL-SCI CORPORATION|US-VA|2019-06-30|2078800
0001683168-20-003456|725394|DALRADA FINANCIAL CORPORATION|US-CA|2019-06-30|25250
0001445866-19-001235|726293|NEWBRIDGE GLOBAL VENTURES, INC.|US-CA|2019-06-30|2522124
0000726513-19-000020|726513|TRIBUNE MEDIA CO|US-IL|2019-06-30|42502000
0000726958-19-000111|726958|CASEY'S GENERAL STORES, INC.|US-IA|2019-07-31|347181000
0001628280-19-010498|727207|ACCELERATE DIAGNOSTICS, INC.|US-AZ|2019-06-30|1819000
0000727273-19-000020|727273|CADIZ INC|US-CA|2019-06-30|1086000
0001144204-19-038191|727510|Enzon Pharmaceuticals, Inc.|US-NJ|2019-06-30|348000
0001213900-19-015704|727634|iSign Solutions Inc.|US-CA|2019-06-30|1267000
0000728391-19-000038|728391|IPALCO ENTERPRISES, INC.|US-IN|2019-06-30|120130000
0001213900-20-011220|728447|EVO Transportation & Energy Services, Inc.|US-AZ|2019-06-30|7112878
0000729580-19-000021|729580|BELFUSE INC /NJ|US-NJ|2019-06-30|42764000
0001564590-19-023895|730255|CALAMP CORP.|US-CA|2019-05-31|32893000
0000730263-20-000019|730263|THOR Industries, Inc.|US-IN|2019-07-31|551831000
0001193125-19-210947|730272|REPLIGEN CORP|US-MA|2019-06-30|11304000
0001493152-19-012233|730349|TOFUTTI BRANDS INC.|US-NJ|2019-06-29|580000
0001558370-20-010728|730464|ADTALEM GLOBAL EDUCATION INC.|US-IL|2019-06-30|53385000
0000731012-19-000063|731012|HEALTHCARE SERVICES GROUP, INC.|US-PA|2019-06-30|59289000
0001654954-20-010351|732026|TRIO-TECH INTERNATIONAL|SG-|2019-06-30|3272000
0001493152-19-012598|737207|ADHERA THERAPEUTICS, INC.|US-LA|2019-06-30|955000
0000737758-20-000022|737758|THE TORO COMPANY|US-MN|2019-08-02|304661000
0001654954-19-009014|738214|Aemetis, Inc.|US-CA|2019-06-30|17193000
0001144204-19-044401|740664|R F INDUSTRIES, LTD.|US-CA|2019-07-31|2430000
0000742112-19-000060|742112|INVACARE CORPORATION|US-OH|2019-06-30|86051000
0001558370-19-007053|742126|US ECOLOGY HOLDINGS, INC.|US-ID|2019-06-30|21733000
0001144204-19-036892|742278|RPC, INC.|US-GA|2019-06-30|122766000
0001437749-19-015222|743238|THE SHYFT GROUP, INC.|US-MI|2019-06-30|105580000
0000743316-20-000025|743316|MAXIM INTEGRATED PRODUCTS, INC.|US-CA|2019-06-29|84335000
0001065949-19-000119|743758|AIADVERTISING, INC.|US-TX|2019-06-30|1324095
0000743988-19-000027|743988|XILINX, INC|US-CA|2019-06-29|121375000
0001104659-19-044531|744218|Celldex Therapeutics, Inc.|US-NJ|2019-06-30|1016000
0001144204-19-039521|744452|APPLIED DNA SCIENCES INC|US-NY|2019-06-30|839463
0001628280-19-010692|744825|AMERICAN SHARED HOSPITAL SERVICES|US-CA|2019-06-30|446000
0000745732-20-000065|745732|Ross Stores, Inc.|US-CA|2019-08-03|1359829000
0000746210-19-000038|746210|OBLONG, INC.|US-CO|2019-06-30|308000
0001564590-19-029862|746515|EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.|US-WA|2019-06-30|811144000
0000746598-20-000097|746598|BRADY CORP|US-WI|2019-07-31|64810000
0000746838-19-000087|746838|UNISYS CORP|US-PA|2019-06-30|233500000
0001213900-19-012656|747540|SURGE COMPONENTS, INC.|US-NY|2019-05-31|4464680
0001493152-19-012078|748592|Brooklyn ImmunoTherapeutics, Inc.|US-NY|2019-06-30|283000
0001493152-19-012615|749647|CELSION CORPORATION|US-NJ|2019-06-30|3392593
0001193125-19-220067|749660|ICAD INC|US-NH|2019-06-30|1727000
0000750004-19-000108|750004|SCIENTIFIC GAMES CORPORATION|US-NV|2019-06-30|201000000
0001628280-20-013545|751365|VIRCO MFG. CORPORATION|US-CA|2019-07-31|18634000
0001193125-19-208855|751978|VICOR CORP|US-MA|2019-06-30|10819000
0001052918-19-000226|752294|ELECTRONIC SYSTEMS TECHNOLOGY INC|US-WA|2019-06-30|57173
0001185185-20-001304|754811|U.S. GLOBAL INVESTORS, INC.|US-TX|2019-06-30|31000
0001193125-20-203322|755001|UNITIL CORPORATION|US-NH|2019-06-30|21900000
0001193125-19-193988|758743|VIDEO DISPLAY CORP|US-FL|2019-05-31|1121000
0001437749-19-016592|758938|QUALSTAR CORP|US-CA|2019-06-30|1365000
0001437749-20-019630|763532|LSI INDUSTRIES INC|US-OH|2019-06-30|18664000
0000764065-19-000134|764065|CLEVELAND-CLIFFS INC.|US-OH|2019-06-30|188100000
0000764180-19-000070|764180|Altria Group, Inc.|US-VA|2019-06-30|224000000
0001493152-19-011951|764195|VBI Vaccines Inc/BC|US-MA|2019-06-30|3235000
0001437749-19-014208|764401|Insteel Industries, Inc.|US-NC|2019-06-29|31311000
0000764478-20-000054|764478|BEST BUY CO., INC.|US-MN|2019-08-03|5045000000
0000764622-19-000073|764622|PINNACLE WEST CAPITAL CORPORATION|US-AZ|2019-06-30|327969000
0000766421-19-000042|766421|ALASKA AIR GROUP, INC.|US-WA|2019-06-30|156000000
0001437749-19-016548|766792|CVD EQUIPMENT CORP|US-NY|2019-06-30|1149879
0000766829-19-000109|766829|SJW Group|US-CA|2019-06-30|28253000
0001437749-19-016583|768408|Cyanotech Corp|US-HI|2019-06-30|3742000
0000897101-19-000720|768411|CYBEROPTICS CORP|US-MN|2019-06-30|7670000
0000768835-19-000073|768835|BIG LOTS, INC.|US-OH|2019-08-03|345355000
0000769397-19-000040|769397|Autodesk, Inc.|US-CA|2019-07-31|93000000
0000769520-19-000012|769520|THE MIDDLEBY CORPORATION|US-IL|2019-06-29|193124000
0000771266-19-000075|771266|KOPIN CORPORATION|US-MA|2019-06-29|4116685
0001628280-19-011477|771497|ABM Industries Incorporated|US-NY|2019-07-31|249000000
0001628280-19-011753|771856|CHAMPIONS ONCOLOGY, INC.|US-NJ|2019-07-31|2725000
0001493152-19-012213|771999|DSS, INC.|US-NY|2019-06-30|1563986
0000772406-19-000026|772406|CIRRUS LOGIC, INC.|US-TX|2019-06-29|60408000
0001607062-20-000278|773318|VERITEC, INC.|US-MN|2019-06-30|717000
0001213900-20-006759|773717|STANDARD METALS PROCESSING, INC.|US-AL|2019-06-30|2214314
0000773840-19-000013|773840|HONEYWELL INTERNATIONAL INC|US-NC|2019-06-30|5602000000
0001096906-19-000280|775057|ALTEX INDUSTRIES INC|US-CO|2019-06-30|4000
0001564590-19-027908|775158|Oshkosh Corporation|US-WI|2019-06-30|753100000
0000779152-20-000064|779152|HENRY JACK & ASSOCIATES INC|US-MO|2019-06-30|9850000
0000780571-19-000023|780571|ITRON, INC.|US-WA|2019-06-30|320582000
0001607062-19-000361|781902|INTERNATIONAL BALER CORPORATION|US-FL|2019-07-31|492370
0000783324-19-000019|783324|VISTA GOLD CORP.|US-CO|2019-06-30|93000
0000107815-19-000240|783325|WEC ENERGY GROUP, INC.|US-WI|2019-06-30|715600000
0001437749-19-015980|783412|DAILY JOURNAL CORPORATION|US-CA|2019-06-30|4301000
0000784011-19-000100|784011|POPE RESOURCES LTD PARTNERSHIP|US-WA|2019-06-30|2957000
0000784199-19-000141|784199|CRYOLIFE, INC.|US-GA|2019-06-30|6942000
0000784977-19-000044|784977|PORTLAND GENERAL ELECTRIC COMPANY|US-OR|2019-06-30|119000000
0000785161-19-000038|785161|Encompass Health Corporation|US-AL|2019-06-30|95600000
0001628280-19-009970|785557|DLH HOLDINGS CORP.|US-GA|2019-06-30|9290000
0000785786-19-000046|785786|PLEXUS CORP.|US-WI|2019-06-29|430586000
0001437749-19-015197|785956|J&J SNACK FOODS CORP|US-NJ|2019-06-29|80237000
0001104659-20-013529|786947|ACURA PHARMACEUTICALS, INC.|US-IL|2019-06-30|674000
0000787250-19-000038|787250|DPL Inc.|US-OH|2019-06-30|84500000
0001437749-20-019951|787253|NATURAL ALTERNATIVES INTERNATIONAL, INC.|US-CA|2019-06-30|8634000
0001140361-20-017136|788329|Johnson Outdoors Inc.|US-WI|2019-06-28|37190000
0001493152-19-012517|788611|Sigma Labs, Inc.|US-NM|2019-06-30|368055
0000788784-19-000028|788784|PUBLIC SERVICE ENTERPRISE GROUP INC|US-NJ|2019-06-30|1153000000
0001047469-19-004761|788816|OGLETHORPE POWER CORP|US-GA|2019-06-30|149057000
